feature,n_pairs,bleu_corpus,rouge1_f1_mean,rougeL_f1_mean,berts_f1_mean
arm_flexion,399,3.96418386750512,0.3038343092225275,0.2185466368516988,0.6178131117707207
arm_straightening,399,6.0566286172361155,0.36975487262998885,0.283764939027373,0.662910452910832
arms_move_simultaneously,399,6.034800783813824,0.36326259738898414,0.3057045879488745,0.6524408641166257
asynchronous_movement,399,2.2445531940891468,0.31684932910823727,0.22506598284548468,0.637865681621365
blank_stare,399,6.307159116580171,0.32736535233043945,0.26757514646218555,0.6534128029244884
clonic,399,4.111639529374572,0.3570063937482898,0.26043081176438815,0.6654132621778283
close_eyes,399,10.199786323064409,0.3787984411677594,0.3381666681495337,0.6820294181057683
eye_blinking,399,5.898570330255357,0.4019286851743239,0.30824178230816374,0.6955860767298773
face_pulling,399,1.884174472249985,0.28531951594847105,0.21461598243384736,0.6030194908753971
face_twitching,399,2.792570352592085,0.2893997498389621,0.21956507410972811,0.6386969600405011
figure4,399,6.127331899956397,0.4339903461972008,0.2910126159792722,0.6772901802732233
full_body_shaking,399,8.755044463893336,0.3616722317538868,0.27640907573209966,0.6587415190418262
head_turning,399,7.3624559240157925,0.3810581573332912,0.30020908750143743,0.668156506647741
limb_automatisms,399,4.48483382611222,0.34845476725831404,0.2758037449677179,0.6375932182584491
occur_during_sleep,399,9.132637171395519,0.38237029948211404,0.3131388223341786,0.6859639242179412
oral_automatisms,399,11.063094004354188,0.38335583235375453,0.3265435054936185,0.680064294571267
pelvic_thrusting,399,5.388695730187941,0.3493365737807402,0.2692988238953445,0.6556654264753624
tonic,399,4.8788129873148725,0.35976957152375877,0.2572510778293255,0.6540018712966365
AVG,399,5.927054032999504,0.3551959459022802,0.2750746869796818,0.6570369478919917
