feature,n_pairs,bleu_corpus,rouge1_f1_mean,rougeL_f1_mean,berts_f1_mean
arm_flexion,431,5.020746167793391,0.31016121163145616,0.2410258925851825,0.6433508396148682
arm_straightening,431,5.695668082879295,0.35277142733495925,0.2720235242323358,0.6696789860725403
arms_move_simultaneously,431,4.719497699694968,0.33234703358255147,0.29153081904597056,0.6384546160697937
asynchronous_movement,431,2.6010636803119738,0.29678621527059096,0.21274964202604696,0.6220940947532654
blank_stare,431,3.972502850822387,0.3030999920524899,0.2570549296157715,0.652093231678009
clonic,431,5.253360090920598,0.3559178515457312,0.26034256259035843,0.665410578250885
close_eyes,431,10.132135228909563,0.3777771853893026,0.32723670603002686,0.6590574979782104
eye_blinking,431,9.597330203470614,0.4170959398626582,0.36998837761338393,0.6915399432182312
face_pulling,431,2.7599733496846235,0.3088494041621465,0.25930715774655944,0.6229972243309021
face_twitching,431,3.3588831229023888,0.2996525379504126,0.22943258218403856,0.6471825838088989
figure4,431,5.535535114144018,0.40054127265838246,0.28541865032522573,0.6649206876754761
full_body_shaking,431,10.7661422690675,0.36235448196528713,0.27707705713107134,0.6670678853988647
head_turning,431,5.863169141075199,0.3760897643756984,0.28172333575860126,0.6751260161399841
limb_automatisms,431,2.5030039050251465,0.2917639206981854,0.2344596736227229,0.6561416387557983
occur_during_sleep,431,3.6291934130563517,0.2827950032839225,0.24465872960367918,0.6543716192245483
oral_automatisms,431,9.201879672095615,0.3693115850440943,0.3070117876264096,0.6782715320587158
pelvic_thrusting,431,5.762832812976256,0.33703529956656575,0.26995621550329246,0.6728105545043945
tonic,431,5.120559374750443,0.34687816951800465,0.2526112832661668,0.6650104522705078
AVG_18,431,5.638526454421129,0.340068238660691,0.2707560514726024,0.658087776766883
